#
# VERSION#2
# DATE#18/01/2016 (2)
# TIME#16:31:41
# DATETIME#3535979501
# PROTOCOLDEF##	Stimulus	Name	In	Out	Sweep	Rep	Wait	Group	Execute	Trig	
# PROTOCOL#3	25	IV	0;1;2;3;4;5	0;1;2;3	14	0	0	ECall			
# STIMULUSDEF##	Name	Analog	Parameters	Digital	Units	Scale	Sampling	Duration	
# STIMULUS0#25	IV	Pulse($, 0.1, 1)	-140:20:120		A	1e-12	100	1.4	
# SWEEPNUM#0/14
# GROUP#ECall
# EXECUTE#
# TRIG#
# 
# PATTERN#25
# IN#0;1;2;3;4;5
# OUT#0;1;2;3
# SWEEP#14
# REP#0
# WAIT#0
# PATTERNNAME0#IV
# ANALOG0#Pulse($, 0.1, 1)
# SWEEP0#-140:20:120
# DIGITAL0#
# UNITS0#A
# GAIN0#1e-12
# SAMPLING0#100
# DURATION0#1.4
# DACNAME0#DAC0
# DACUNITS0#V
# DACGAIN0#2.5e9
# DACSCALE0#3
# {
#    "topFullScale": 0.0, 
#    "fsValid": 0, 
#    "xUnits": [
#        "s", 
#        "", 
#        "", 
#        ""
#    ], 
#    "depID": 0, 
#    "swModified": 0, 
#    "dataUnits": [
#        "A", 
#        "", 
#        "", 
#        ""
#    ], 
#    "next": 0, 
#    "modDate": 3568125812, 
#    "waveNoteH": 0, 
#    "formula": 0, 
#    "type": 2, 
#    "whVersion": 0, 
#    "botFullScale": 0.0, 
#    "useBits": "\u0000", 
#    "fileName": 0, 
#    "aModified": 0, 
#    "creationDate": 3535979501, 
#    "wUnused": [
#        "\u0001", 
#        ""
#    ], 
#    "wModified": 0, 
#    "hsB": 0.0, 
#    "hsA": 0.0001, 
#    "kindBits": "\u0000", 
#    "npnts": 14000, 
#    "bname": "ECall_IV_ch4_546", 
#    "srcFldr": 0
#}
0	155.625
0.1	157.5
0.2	156.25
0.3	156.25
0.4	155.625
0.5	154.375
0.6	155
0.7	156.25
0.8	155.625
0.9	155.625
1	155.625
1.1	156.25
1.2	155.625
1.3	155.625
1.4	155
1.5	155.625
1.6	155.625
1.7	155.625
1.8	155.625
1.9	155
2	155.625
2.1	155.625
2.2	156.25
2.3	155
2.4	156.25
2.5	156.25
2.6	155
2.7	157.5
2.8	156.25
2.9	156.25
3	156.25
3.1	155.625
3.2	156.25
3.3	156.25
3.4	155.625
3.5	155.625
3.6	156.25
3.7	156.25
3.8	156.25
3.9	156.25
4	155.625
4.1	155
4.2	156.875
4.3	156.25
4.4	156.25
4.5	155.625
4.6	155.625
4.7	156.25
4.8	155.625
4.9	155
5	155
5.1	156.25
5.2	155
5.3	155
5.4	155.625
5.5	155.625
5.6	156.875
5.7	156.25
5.8	155.625
5.9	155
6	155.625
6.1	155.625
6.2	156.875
6.3	155.625
6.4	156.875
6.5	155.625
6.6	156.25
6.7	155
6.8	155.625
6.9	156.25
7	155
7.1	156.25
7.2	156.875
7.3	156.25
7.4	156.25
7.5	155.625
7.6	156.25
7.7	156.25
7.8	155.625
7.9	155
8	155
8.1	155.625
8.2	155.625
8.3	155
8.4	156.25
8.5	155.625
8.6	156.25
8.7	155.625
8.8	155.625
8.9	155
9	156.25
9.1	155.625
9.2	157.5
9.3	155
9.4	155.625
9.5	155.625
9.6	155
9.7	156.25
9.8	156.25
9.9	156.25
10	156.875
10.1	156.25
10.2	156.875
10.3	156.25
10.4	155.625
10.5	155.625
10.6	156.25
10.7	156.25
10.8	155.625
10.9	156.25
11	153.125
11.1	155
11.2	155.625
11.3	155
11.4	156.25
11.5	155.625
11.6	155.625
11.7	155.625
11.8	156.25
11.9	156.25
12	155
12.1	156.25
12.2	156.25
