#
# VERSION#2
# DATE#02/06/2015 (3)
# TIME#14:41:24
# DATETIME#3516100884
# PROTOCOLDEF##	Stimulus	Name	In	Out	Sweep	Rep	Wait	Group	Execute	Trig	
# PROTOCOL#3	25	IV	2;3;4;5	0;1;2;3	14	0	0	ECall			
# STIMULUSDEF##	Name	Analog	Parameters	Digital	Units	Scale	Sampling	Duration	
# STIMULUS0#25	IV	Pulse($, 0.1, 1)	-140:20:120		A	1e-12	100	1.4	
# SWEEPNUM#13/14
# GROUP#ECall
# EXECUTE#
# TRIG#
# 
# PATTERN#25
# IN#2;3;4;5
# OUT#0;1;2;3
# SWEEP#14
# REP#0
# WAIT#0
# PATTERNNAME0#IV
# ANALOG0#Pulse($, 0.1, 1)
# SWEEP0#-140:20:120
# DIGITAL0#
# UNITS0#A
# GAIN0#1e-12
# SAMPLING0#100
# DURATION0#1.4
# DACNAME0#DAC0
# DACUNITS0#V
# DACGAIN0#2.5e9
# DACSCALE0#1
# {
#    "topFullScale": 0.0, 
#    "fsValid": 0, 
#    "xUnits": [
#        "s", 
#        "", 
#        "", 
#        ""
#    ], 
#    "depID": 0, 
#    "swModified": 0, 
#    "dataUnits": [
#        "V", 
#        "", 
#        "", 
#        ""
#    ], 
#    "next": 0, 
#    "modDate": 3568124231, 
#    "waveNoteH": 0, 
#    "formula": 0, 
#    "type": 2, 
#    "whVersion": 0, 
#    "botFullScale": 0.0, 
#    "useBits": "\u0000", 
#    "fileName": 0, 
#    "aModified": 0, 
#    "creationDate": 3516100884, 
#    "wUnused": [
#        "\u0001", 
#        ""
#    ], 
#    "wModified": 0, 
#    "hsB": 0.0, 
#    "hsA": 0.0001, 
#    "kindBits": "\u0000", 
#    "npnts": 14000, 
#    "bname": "ECall_IV_ch3_367", 
#    "srcFldr": 0
#}
0	-76.4313
0.1	-76.3
0.2	-76.35
0.3	-76.2687
0.4	-76.2812
0.5	-76.5188
0.6	-76.1562
0.7	-76.4
0.8	-76.4375
0.9	-76.3313
1	-76.4062
1.1	-76.2875
1.2	-76.4062
1.3	-76.4
1.4	-76.3187
1.5	-76.3
1.6	-76.425
1.7	-76.2125
1.8	-76.3688
1.9	-76.3812
2	-76.25
2.1	-76.5625
2.2	-76.3
2.3	-76.3875
2.4	-76.2875
2.5	-76.2938
2.6	-76.3187
2.7	-76.425
2.8	-76.3375
2.9	-76.275
3	-76.5812
3.1	-76.2563
3.2	-76.3938
3.3	-76.3875
3.4	-76.3438
3.5	-76.4813
3.6	-76.2
3.7	-76.4125
3.8	-76.4625
3.9	-76.45
4	-76.35
4.1	-76.275
4.2	-76.275
4.3	-76.3438
4.4	-76.4625
4.5	-76.3
4.6	-76.4
4.7	-76.4
4.8	-76.4
4.9	-76.2812
5	-76.4
5.1	-76.4688
5.2	-76.3
5.3	-76.4313
5.4	-76.2125
5.5	-76.4187
5.6	-76.325
5.7	-76.3125
5.8	-76.4562
5.9	-76.4375
6	-76.425
6.1	-76.4
6.2	-76.4062
6.3	-76.2188
6.4	-76.4313
6.5	-76.2875
6.6	-76.3313
6.7	-76.4813
6.8	-76.25
6.9	-76.4813
7	-76.275
7.1	-76.3313
7.2	-76.3187
7.3	-76.425
7.4	-76.3562
7.5	-76.3875
7.6	-76.3063
7.7	-76.25
7.8	-76.4
7.9	-76.1437
8	-76.3625
8.1	-76.5625
8.2	-76.2563
8.3	-76.3875
8.4	-76.2875
8.5	-76.3938
8.6	-76.3875
8.7	-76.3812
8.8	-76.3125
8.9	-76.4813
9	-76.3313
9.1	-76.3375
9.2	-76.35
9.3	-76.2687
9.4	-76.5188
9.5	-76.3
